| table_name               | column_name                    | data_type                | is_nullable | column_default                                                                                                                                                                                                                                                          | udt_name    |
| ifta_trips_with_mileage  | starting_odometer              | numeric                  | YES         | null                                                                                                                                                                                                                                                                    | numeric     |
| ifta_trips_with_mileage  | ending_odometer                | numeric                  | YES         | null                                                                                                                                                                                                                                                                    | numeric     |
| ifta_trips_with_mileage  | is_fuel_only                   | boolean                  | YES         | null                                                                                                                                                                                                                                                                    | bool        |
| ifta_trips_with_mileage  | notes                          | text                     | YES         | null                                                                                                                                                                                                                                                                    | text        |
| ifta_trips_with_mileage  | created_at                     | timestamp with time zone | YES         | null                                                                                                                                                                                                                                                                    | timestamptz |
| ifta_trips_with_mileage  | updated_at                     | timestamp with time zone | YES         | null                                                                                                                                                                                                                                                                    | timestamptz |
| ifta_trips_with_mileage  | is_imported                    | boolean                  | YES         | null                                                                                                                                                                                                                                                                    | bool        |
| ifta_trips_with_mileage  | mileage_trip_id                | uuid                     | YES         | null                                                                                                                                                                                                                                                                    | uuid        |
| ifta_trips_with_mileage  | source                         | character varying        | YES         | null                                                                                                                                                                                                                                                                    | varchar     |
| ifta_trips_with_mileage  | mileage_start_date             | date                     | YES         | null                                                                                                                                                                                                                                                                    | date        |
| ifta_trips_with_mileage  | mileage_end_date               | date                     | YES         | null                                                                                                                                                                                                                                                                    | date        |
| ifta_trips_with_mileage  | mileage_vehicle_id             | text                     | YES         | null                                                                                                                                                                                                                                                                    | text        |
| ifta_trips_with_mileage  | crossing_count                 | bigint                   | YES         | null                                                                                                                                                                                                                                                                    | int8        |
| invoice_activities       | id                             | uuid                     | NO          | uuid_generate_v4()                                                                                                                                                                                                                                                      | uuid        |
| invoice_activities       | invoice_id                     | uuid                     | NO          | null                                                                                                                                                                                                                                                                    | uuid        |
| invoice_activities       | user_id                        | uuid                     | YES         | null                                                                                                                                                                                                                                                                    | uuid        |
| invoice_activities       | user_name                      | text                     | YES         | null                                                                                                                                                                                                                                                                    | text        |
| invoice_activities       | activity_type                  | text                     | NO          | null                                                                                                                                                                                                                                                                    | text        |
| invoice_activities       | description                    | text                     | NO          | null                                                                                                                                                                                                                                                                    | text        |
| invoice_activities       | created_at                     | timestamp with time zone | YES         | now()                                                                                                                                                                                                                                                                   | timestamptz |
| invoice_items            | id                             | uuid                     | NO          | uuid_generate_v4()                                                                                                                                                                                                                                                      | uuid        |
| invoice_items            | invoice_id                     | uuid                     | NO          | null                                                                                                                                                                                                                                                                    | uuid        |
| invoice_items            | description                    | text                     | NO          | null                                                                                                                                                                                                                                                                    | text        |
| invoice_items            | quantity                       | numeric                  | NO          | 1                                                                                                                                                                                                                                                                       | numeric     |
| invoice_items            | unit_price                     | numeric                  | NO          | 0                                                                                                                                                                                                                                                                       | numeric     |
| invoice_items            | tax_rate                       | numeric                  | YES         | 0                                                                                                                                                                                                                                                                       | numeric     |
| invoice_items            | created_at                     | timestamp with time zone | YES         | now()                                                                                                                                                                                                                                                                   | timestamptz |
| invoice_items            | updated_at                     | timestamp with time zone | YES         | now()                                                                                                                                                                                                                                                                   | timestamptz |
| invoices                 | id                             | uuid                     | NO          | uuid_generate_v4()                                                                                                                                                                                                                                                      | uuid        |
| invoices                 | user_id                        | uuid                     | NO          | null                                                                                                                                                                                                                                                                    | uuid        |
| invoices                 | invoice_number                 | text                     | NO          | null                                                                                                                                                                                                                                                                    | text        |
| invoices                 | customer                       | text                     | NO          | null                                                                                                                                                                                                                                                                    | text        |
| invoices                 | customer_id                    | uuid                     | YES         | null                                                                                                                                                                                                                                                                    | uuid        |
| invoices                 | load_id                        | uuid                     | YES         | null                                                                                                                                                                                                                                                                    | uuid        |
| invoices                 | invoice_date                   | date                     | NO          | null                                                                                                                                                                                                                                                                    | date        |
| invoices                 | due_date                       | date                     | NO          | null                                                                                                                                                                                                                                                                    | date        |
| invoices                 | po_number                      | text                     | YES         | null                                                                                                                                                                                                                                                                    | text        |
| invoices                 | terms                          | text                     | YES         | null                                                                                                                                                                                                                                                                    | text        |
| invoices                 | notes                          | text                     | YES         | null                                                                                                                                                                                                                                                                    | text        |
| invoices                 | subtotal                       | numeric                  | YES         | 0                                                                                                                                                                                                                                                                       | numeric     |
| invoices                 | tax_rate                       | numeric                  | YES         | 0                                                                                                                                                                                                                                                                       | numeric     |
| invoices                 | tax_amount                     | numeric                  | YES         | 0                                                                                                                                                                                                                                                                       | numeric     |
| invoices                 | total                          | numeric                  | YES         | 0                                                                                                                                                                                                                                                                       | numeric     |
| invoices                 | amount_paid                    | numeric                  | YES         | 0                                                                                                                                                                                                                                                                       | numeric     |
| invoices                 | payment_date                   | date                     | YES         | null                                                                                                                                                                                                                                                                    | date        |
| invoices                 | status                         | text                     | YES         | 'Draft'::text                                                                                                                                                                                                                                                           | text        |
| invoices                 | last_sent                      | timestamp with time zone | YES         | null                                                                                                                                                                                                                                                                    | timestamptz |
| invoices                 | customer_email                 | text                     | YES         | null                                                                                                                                                                                                                                                                    | text        |
| invoices                 | customer_address               | text                     | YES         | null                                                                                                                                                                                                                                                                    | text        |
| invoices                 | created_at                     | timestamp with time zone | YES         | now()                                                                                                                                                                                                                                                                   | timestamptz |
| invoices                 | updated_at                     | timestamp with time zone | YES         | now()                                                                                                                                                                                                                                                                   | timestamptz |
| load_documents           | id                             | uuid                     | NO          | uuid_generate_v4()                                                                                                                                                                                                                                                      | uuid        |
| load_documents           | load_id                        | uuid                     | NO          | null                                                                                                                                                                                                                                                                    | uuid        |
| load_documents           | document_type                  | text                     | NO          | null                                                                                                                                                                                                                                                                    | text        |
| load_documents           | file_name                      | text                     | YES         | null                                                                                                                                                                                                                                                                    | text        |
| load_documents           | file_path                      | text                     | NO          | null                                                                                                                                                                                                                                                                    | text        |
| load_documents           | uploaded_by                    | uuid                     | YES         | null                                                                                                                                                                                                                                                                    | uuid        |
| load_documents           | description                    | text                     | YES         | null                                                                                                                                                                                                                                                                    | text        |
| load_documents           | created_at                     | timestamp with time zone | YES         | now()                                                                                                                                                                                                                                                                   | timestamptz |
| load_stops               | id                             | uuid                     | NO          | uuid_generate_v4()                                                                                                                                                                                                                                                      | uuid        |
| load_stops               | load_id                        | uuid                     | NO          | null                                                                                                                                                                                                                                                                    | uuid        |
| load_stops               | stop_number                    | integer                  | NO          | null                                                                                                                                                                                                                                                                    | int4        |
| load_stops               | location                       | text                     | NO          | null                                                                                                                                                                                                                                                                    | text        |
| load_stops               | address                        | text                     | YES         | null                                                                                                                                                                                                                                                                    | text        |
| load_stops               | city                           | text                     | YES         | null                                                                                                                                                                                                                                                                    | text        |
| load_stops               | state                          | text                     | YES         | null                                                                                                                                                                                                                                                                    | text        |
| load_stops               | zip                            | text                     | YES         | null                                                                                                                                                                                                                                                                    | text        |
| load_stops               | scheduled_date                 | timestamp with time zone | YES         | null                                                                                                                                                                                                                                                                    | timestamptz |
| load_stops               | actual_date                    | timestamp with time zone | YES         | null                                                                                                                                                                                                                                                                    | timestamptz |
| load_stops               | stop_type                      | text                     | YES         | null                                                                                                                                                                                                                                                                    | text        |
| load_stops               | notes                          | text                     | YES         | null                                                                                                                                                                                                                                                                    | text        |
| load_stops               | status                         | text                     | YES         | 'Pending'::text                                                                                                                                                                                                                                                         | text        |
| load_stops               | created_at                     | timestamp with time zone | YES         | now()                                                                                                                                                                                                                                                                   | timestamptz |
| load_stops               | updated_at                     | timestamp with time zone | YES         | now()                                                                                                                                                                                                                                                                   | timestamptz |
| loads                    | id                             | uuid                     | NO          | uuid_generate_v4()                                                                                                                                                                                                                                                      | uuid        |
| loads                    | user_id                        | uuid                     | NO          | null                                                                                                                                                                                                                                                                    | uuid        |
| loads                    | load_number                    | text                     | NO          | null                                                                                                                                                                                                                                                                    | text        |
| loads                    | customer                       | text                     | NO          | null                                                                                                                                                                                                                                                                    | text        |
| loads                    | customer_id                    | uuid                     | YES         | null                                                                                                                                                                                                                                                                    | uuid        |
| loads                    | status                         | text                     | YES         | 'Pending'::text                                                                                                                                                                                                                                                         | text        |
| loads                    | origin                         | text                     | YES         | null                                                                                                                                                                                                                                                                    | text        |
| loads                    | destination                    | text                     | YES         | null                                                                                                                                                                                                                                                                    | text        |
| loads                    | distance                       | numeric                  | YES         | null                                                                                                                                                                                                                                                                    | numeric     |
| loads                    | pickup_date                    | date                     | YES         | null                                                                                                                                                                                                                                                                    | date        |
| loads                    | delivery_date                  | date                     | YES         | null                                                                                                                                                                                                                                                                    | date        |
| loads                    | rate                           | numeric                  | YES         | 0                                                                                                                                                                                                                                                                       | numeric     |
| loads                    | driver                         | text                     | YES         | null                                                                                                                                                                                                                                                                    | text        |
| loads                    | driver_id                      | uuid                     | YES         | null                                                                                                                                                                                                                                                                    | uuid        |
| loads                    | vehicle_id                     | uuid                     | YES         | null                                                                                                                                                                                                                                                                    | uuid        |
| loads                    | description                    | text                     | YES         | null                                                                                                                                                                                                                                                                    | text        |
| loads                    | notes                          | text                     | YES         | null                                                                                                                                                                                                                                                                    | text        |
| loads                    | completed_at                   | timestamp with time zone | YES         | null                                                                                                                                                                                                                                                                    | timestamptz |
| loads                    | completed_by                   | uuid                     | YES         | null                                                                                                                                                                                                                                                                    | uuid        |
| loads                    | actual_delivery_date           | timestamp with time zone | YES         | null                                                                                                                                                                                                                                                                    | timestamptz |
| loads                    | received_by                    | text                     | YES         | null                                                                                                                                                                                                                                                                    | text        |
| loads                    | completion_notes               | text                     | YES         | null                                                                                                                                                                                                                                                                    | text        |
| loads                    | pod_documents                  | jsonb                    | YES         | null                                                                                                                                                                                                                                                                    | jsonb       |
| loads                    | delivery_rating                | integer                  | YES         | null                                                                                                                                                                                                                                                                    | int4        |
| loads                    | additional_mileage             | numeric                  | YES         | 0                                                                                                                                                                                                                                                                       | numeric     |
| loads                    | additional_charges             | numeric                  | YES         | 0                                                                                                                                                                                                                                                                       | numeric     |
| loads                    | additional_charges_description | text                     | YES         | null                                                                                                                                                                                                                                                                    | text        |
| loads                    | final_rate                     | numeric                  | YES         | null                                                                                                                                                                                                                                                                    | numeric     |
| loads                    | created_at                     | timestamp with time zone | YES         | now()                                                                                                                                                                                                                                                                   | timestamptz |
| loads                    | updated_at                     | timestamp with time zone | YES         | now()                                                                                                                                                                                                                                                                   | timestamptz |
| loads                    | factored                       | boolean                  | YES         | false                                                                                                                                                                                                                                                                   | bool        |
| loads                    | factoring_company              | text                     | YES         | null                                                                                                                                                                                                                                                                    | text        |
| loads                    | factored_at                    | timestamp with time zone | YES         | null                                                                                                                                                                                                                                                                    | timestamptz |
| loads                    | factored_amount                | numeric                  | YES         | null                                                                                                                                                                                                                                                                    | numeric     |
| loads                    | truck_info                     | text                     | YES         | null                                                                                                                                                                                                                                                                    | text        |
| loads                    | actual_delivery_time           | time without time zone   | YES         | null                                                                                                                                                                                                                                                                    | time        |
| maintenance_records      | id                             | uuid                     | NO          | uuid_generate_v4()                                                                                                                                                                                                                                                      | uuid        |
| maintenance_records      | user_id                        | uuid                     | NO          | null                                                                                                                                                                                                                                                                    | uuid        |
| maintenance_records      | truck_id                       | uuid                     | NO          | null                                                                                                                                                                                                                                                                    | uuid        |
| maintenance_records      | maintenance_type               | character varying        | NO          | null                                                                                                                                                                                                                                                                    | varchar     |
| maintenance_records      | description                    | text                     | YES         | null                                                                                                                                                                                                                                                                    | text        |
| maintenance_records      | due_date                       | date                     | YES         | null                                                                                                                                                                                                                                                                    | date        |
| maintenance_records      | completed_date                 | date                     | YES         | null                                                                                                                                                                                                                                                                    | date        |
| maintenance_records      | status                         | character varying        | YES         | 'Pending'::character varying                                                                                                                                                                                                                                            | varchar     |
